N,P,K,temperature,humidity,ph,rainfall,label
22,60,18,19.59221047,61.28633405,6.74398035,41.7704893,10
30,75,81,19.41789736,16.80472243,6.408437886,68.4951189,3
106,10,49,27.72653142,92.00687531,6.350623739,20.21126747,15
100,58,41,23.17403323,87.88255345,6.658769991,160.6217342,8
120,23,55,27.84492803,91.60666594,6.732049075,26.47844429,15
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,3
86,6,53,25.92030221,83.47202566,6.921847888,42.10681516,21
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,4
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,20
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,4
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,12
16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,18
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,14
22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,13
118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,21
22,70,19,18.23775702,21.07643273,5.515615023,69.44951585,9
25,7,35,28.38503882,99.18843684,5.55771171,189.6711349,4
24,27,34,28.87862994,95.11320315,6.203376525,145.0583117,4
28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,18
36,76,75,18.38120357,16.63805158,8.736337905,70.52056697,3
92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,21
25,12,26,28.56973521,95.67906668,6.436314406,134.8370348,4
21,134,202,10.72302459,80.02130636,6.425419926,65.2982112,7
22,79,17,21.42451099,20.39659714,5.912289889,116.5206923,9
115,31,30,24.22984659,67.37768353,6.840927967,122.4073418,5
89,85,55,26.6719835,76.48541655,6.275384607,91.73358569,1
16,51,21,31.01963639,49.9767522,3.532008668,32.81296548,13
20,27,41,20.51343484,92.51675903,5.700088663,110.5764023,19
117,32,34,26.2724184,52.12739421,6.758792552,127.1752928,5
10,56,18,27.99627907,68.6428593,7.32710972,46.10585191,10
14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,7
53,73,77,19.71359733,18.09665739,7.325451279,73.64476535,3
97,74,45,26.47522633,78.51833782,5.677719902,113.1161095,1
31,78,76,17.57212145,14.99927489,8.519975748,89.31050665,3
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,7
117,79,49,25.40909896,82.36208097,6.176644228,112.9794804,1
34,29,8,31.87859192,91.15248149,6.450640306,105.3437825,16
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,18
89,52,45,24.89326318,77.01222585,7.207457208,196.469984,8
0,145,205,21.22503442,90.09877774,5.52078314,113.9760462,0
91,7,52,25.07803672,83.46230461,6.405054243,56.39962921,21
26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,16
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,20
37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,10
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,9
50,56,76,20.99502153,19.8601304,7.966605025,73.50734019,3
95,82,48,27.39489579,83.31172003,5.719014989,92.78133617,1
35,140,197,16.77557314,82.75241875,6.106190557,66.76285469,7
15,36,27,27.78912455,53.96886679,5.643710216,91.01152997,12
99,73,53,26.29039046,81.06003778,5.871702211,118.6730366,1
0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,16
22,18,31,30.7645515,47.93791463,5.956027059,90.38503469,12
8,15,33,28.97318719,98.09861043,5.50158009,213.9011021,4
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,13
114,40,23,25.53676123,81.13668716,6.753978061,95.4262599,6
94,26,27,26.36629861,52.25738495,7.456460375,177.3176161,5
95,57,41,23.24925555,73.65346838,6.434610995,184.7674863,8
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,14
27,71,23,23.45379018,46.48714759,7.10959773,150.8712202,18
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,14
33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,16
3,27,44,24.56811204,92.03009222,6.591302797,110.9633894,19
81,45,23,19.32666088,68.034493,6.192360003,84.22969177,11
30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,2
40,65,49,35.32876402,91.06138506,6.678449318,163.9069365,17
84,37,42,25.49674786,81.13449097,6.691074249,169.9288234,8
21,39,20,28.14448546,82.1193047,7.064782138,46.75690086,14
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,1
35,69,23,16.78791503,24.96881755,5.578410206,75.45328039,9
92,75,45,29.01207743,77.95192527,5.674403359,90.43495443,1
1,67,21,27.52135365,60.53657684,6.551577598,48.06491307,10
30,75,25,30.33276599,42.35249879,6.446091759,149.299952,18
105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,1
117,26,30,27.92374437,67.96910852,7.079850922,115.2325531,5
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,12
81,41,38,22.67846116,83.72874389,7.524080076,200.9133156,20
58,55,47,26.05375792,93.69111672,6.742490027,240.6863901,17
3,63,16,24.38041875,61.18458224,6.868881708,53.13946695,10
25,76,24,15.33042636,24.91506728,5.56503533,135.3315583,9
13,69,19,17.30844532,20.01730914,5.86390397,115.199245,9
95,88,52,28.00316034,78.90085998,6.235461772,94.68180316,1
116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,21
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,11
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,14
27,71,24,31.46417866,48.17631461,7.064973419,165.405354,18
33,12,15,30.25578031,92.03272799,6.052318465,116.7173125,16
3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,7
20,60,25,27.3254209,69.09047809,6.726469088,61.19250859,2
118,88,52,28.65003945,82.68752542,5.843163161,98.75084366,1
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,7
29,139,205,23.64142354,93.74461474,6.155939453,116.6912176,0
39,30,38,20.12644921,87.59629625,6.965156738,108.065579,19
119,30,49,25.35794749,80.45846265,6.903020221,47.72078245,21
28,58,24,19.72702528,18.28173015,5.748190463,143.7630894,9
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,13
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,5
27,56,20,19.25975367,20.51346956,5.542690119,94.9533526,9
99,15,27,27.41711238,56.63636248,6.086922359,127.92461,5
1,29,29,27.32961444,49.30347234,6.052026047,93.53197359,12
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,20
12,67,23,25.62896213,63.14909763,6.585020303,45.49683991,10
37,5,34,25.79490531,93.84150618,5.779032666,152.4238712,4
10,79,20,24.98287462,66.895409,6.379881442,38.21370568,10
40,30,35,20.89273273,91.07776977,6.269663963,104.4407083,19
19,26,29,26.93141945,98.80313612,5.67154928,166.5712879,4
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,2
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,12
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,12
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,20
115,11,46,24.41592661,89.39655519,6.623167177,40.32161859,21
8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,7
92,81,52,28.0106804,76.52808057,5.891413895,103.7040783,1
49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,17
66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,20
99,57,35,26.75754171,81.17734011,5.960370061,272.2999056,20
23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,7
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,4
107,21,26,26.45288458,55.32222678,7.235070264,144.6861336,5
25,17,40,18.91251245,87.74938524,6.608023872,111.2800516,19
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,7
12,58,23,21.74600081,63.39503184,6.765091462,50.43306085,10
35,68,45,42.93605359,90.09448142,6.612429546,234.8466111,17
7,73,25,27.52185591,63.13215259,7.28805662,45.20841071,10
67,43,38,25.21622704,70.88259632,7.299304715,195.8645552,8
131,49,22,25.49848236,79.9751579,7.306918817,67.05961949,6
120,87,52,28.0764455,76.05522115,5.905494703,118.9923573,1
93,83,46,29.38254012,83.50423735,5.765308943,109.2486647,1
11,27,30,27.69637763,48.5622488,6.39474303,89.85646496,12
37,72,18,18.87614998,24.54038287,5.724242065,105.4120514,9
57,60,84,19.1034283,17.26184541,6.586777189,75.49101167,3
28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,7
14,139,197,21.72484506,92.83975602,6.056529526,121.6961761,0
28,59,22,30.90607799,52.79913039,7.05181629,170.9919828,18
88,21,27,24.43011925,66.02411187,7.231166546,181.6368274,5
12,61,19,19.33162606,24.13995025,5.655726817,68.51253427,9
26,126,195,21.41363812,92.99124545,5.878568981,118.3979065,0
24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,18
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,21
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,12
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,17
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,2
9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,10
122,59,18,23.5000992,83.63488952,6.219469084,79.81328183,6
111,40,25,24.484692,84.44932014,6.187455799,90.94342484,6
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,13
40,51,17,28.66086349,86.12194568,6.860602782,50.01534317,14
84,38,43,26.57421679,73.81994896,7.26158085,159.3223075,8
37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,9
54,65,47,27.92765919,91.55594211,6.721835879,149.9107557,17
32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,13
111,5,50,27.59350075,91.79742953,6.399891457,24.84266123,15
85,53,38,24.90075709,73.84186449,6.588017308,153.8990984,8
89,54,38,24.51588066,83.5352163,6.685346424,230.4462359,20
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,6
7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,9
3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,18
31,11,45,24.83954414,86.88738076,6.034612928,107.6435771,19
18,58,16,21.47607807,38.80023714,4.962661422,180.382234,18
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,12
0,25,14,19.33516809,91.97978938,6.361671475,116.450422,16
49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,2
91,7,53,25.13735887,89.28272716,6.457216535,43.52897517,21
29,78,25,19.95991719,59.33157782,5.982854523,195.787103,18
9,80,19,21.80619564,18.57086554,5.945465949,125.0972687,9
37,78,79,19.95264829,14.82633099,7.786366322,88.6810311,3
31,62,52,33.7960155,93.00754254,6.99104104,182.026807,17
101,37,18,22.92360984,82.68738535,7.63737841,92.91915074,6
35,128,205,21.07273439,93.56585985,6.041053829,107.8737015,0
112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,21
21,63,17,15.77370214,19.2303162,5.979973965,108.3441414,9
53,65,76,20.19137759,16.41998269,8.719960893,77.33795356,3
96,13,55,29.5275305,94.57459443,6.700337732,21.13545688,15
11,14,5,11.50322938,94.8933184,6.946354724,115.5683776,16
16,7,8,22.79196751,90.60901895,6.420457311,116.5084074,16
107,5,52,26.6634609,89.98405233,6.881425746,57.40847165,21
136,36,24,22.74446976,80.41198458,7.59781958,90.07326633,6
32,138,197,9.535585543,80.73112694,5.908724337,69.44115171,7
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,20
28,27,32,28.94099669,93.00109012,5.764615485,191.7723087,4
93,81,50,27.71822477,76.57853189,6.036079266,102.2099836,1
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,13
81,16,45,26.90435747,86.25426228,6.727468157,59.75980023,21
102,11,45,29.03167341,93.12603235,6.35544263,24.15591199,15
3,78,18,20.21368219,68.65257685,6.887130053,50.89732989,10
22,72,85,18.86805647,15.65809214,6.391173589,88.51048983,3
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,20
89,53,44,24.88692811,71.91711523,7.319735475,150.2498675,8
101,17,47,29.49401389,94.72981338,6.185053234,26.30820876,15
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,2
58,71,15,27.82592799,67.5861883,6.919243702,74.01229707,2
102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,21
20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,16
39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,16
83,7,45,29.08417927,90.73891887,6.704104127,25.33014238,15
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,1
22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,7
95,12,51,25.76484262,84.1726996,6.681606702,44.22066914,21
95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,21
33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,18
77,52,41,23.89069041,83.46409075,6.097294061,167.7230632,8
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,20
36,67,20,20.39078312,60.47528931,6.924042372,53.31508572,10
108,88,55,26.28845991,83.390039,5.891458107,113.8729798,1
114,94,53,26.33544853,76.8532006,6.190757459,118.6858263,1
18,66,22,25.87990287,67.55109024,6.347379185,47.89645224,10
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,11
82,29,35,26.67377159,52.24226285,6.246872394,156.1543898,5
89,60,19,25.19192419,66.6902901,5.913664501,78.06639649,11
33,143,204,21.1316077,91.95769858,5.814434775,122.5391946,0
16,77,22,31.48469278,35.6395615,6.574209678,100.546816,18
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,1
19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,9
27,10,33,27.81132822,97.48410555,6.465906333,154.0621221,4
100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,1
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,11
12,142,203,31.3115978,82.56407013,5.972850838,65.01095312,7
120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,5
83,23,55,26.89750174,83.89241484,6.463271076,43.97193745,21
117,51,15,22.9535715,78.71555832,6.044556594,99.75336197,6
101,20,48,24.6774157,82.75411437,6.206247494,57.05709413,21
32,18,13,13.8377282,91.74780462,6.044167236,107.9873218,16
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,20
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,11
90,44,38,23.83509503,83.88387074,7.473134377,241.2013513,20
4,44,19,27.95639663,83.52706038,6.921993878,43.25726752,14
79,45,43,25.71901283,79.15532398,7.171054239,187.1735424,8
101,31,26,26.70897548,69.71184111,6.861235184,158.8608887,5
10,70,19,24.84918386,68.98088448,7.272427638,41.61080544,10
105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,21
119,5,55,29.68846716,94.30111601,6.168757984,26.83924845,15
91,12,46,24.64458469,85.49938185,6.343942518,48.31219031,21
27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,9
22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,10
91,36,45,24.44345477,82.45432595,5.950647577,267.9761948,20
21,21,30,27.69819273,51.41593238,5.403908328,100.7720705,12
101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,21
31,25,38,24.96273236,92.40501423,6.497366677,109.4169192,19
113,41,20,25.0017188,80.53965818,7.256877571,96.32600992,6
17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,13
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,17
66,58,35,23.5643831,79.46283115,7.321619041,185.25947,8
21,135,198,23.86087054,94.92048112,5.765015126,105.0241329,0
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,4
70,36,42,21.84106875,80.72886384,6.946209881,202.3838319,20
14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,19
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,11
4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,19
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,20
10,37,22,28.7275267,89.12760359,7.069747814,58.52974279,14
38,135,203,23.76121837,93.661643,5.965551311,100.825956,0
16,29,13,32.31944397,93.67804556,6.196907944,117.6236473,16
16,143,197,22.61711614,93.51978375,5.90402645,116.9256766,0
26,80,83,17.08498521,16.14565756,7.528599957,71.31007253,3
5,74,21,16.24469193,21.35793891,5.591704014,66.97053257,9
104,73,46,29.1400919,80.1190228,6.28236237,90.45142867,1
60,51,36,22.69657794,82.81088865,6.028321558,256.9964761,20
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,1
118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,6
89,41,38,23.12844351,74.68322732,6.344751947,199.8362913,8
100,24,28,25.59535262,57.72920846,7.101661011,195.7733251,5
10,59,22,28.60901145,86.99495766,7.155685016,36.94616965,14
95,75,45,28.98333432,82.95958244,5.829898502,109.022564,1
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,12
12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,13
40,68,17,34.1262979,65.14877461,7.733149554,70.40795007,2
21,17,15,23.98289638,91.5473145,7.455991072,118.4901697,16
45,61,78,19.48649305,16.06240074,6.489389282,81.5284269,3
84,25,52,24.37190239,81.2514818,6.12532356,44.20899581,21
23,138,195,22.49095104,91.70292746,5.795985716,124.3915101,0
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,14
53,74,15,29.43463808,64.94329356,7.517097,72.17818157,2
117,81,53,29.50704598,78.20585613,5.507641778,98.12565829,1
27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,18
113,30,50,26.03967219,83.9862443,6.277484043,43.87712348,21
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,17
85,89,51,29.21144871,84.70189923,6.158164422,108.5501443,1
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,2
100,6,53,29.05248036,93.92217834,6.105909623,23.66620626,15
95,52,36,26.22916897,83.83625819,5.543360238,286.5083725,20
37,10,32,28.96318258,95.16333673,6.165084855,222.803013,4
84,40,42,26.2830571,73.35763537,6.704273839,186.6898282,8
7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,13
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,4
109,31,27,23.05951896,50.40609436,6.973839707,164.4971875,5
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,12
28,69,16,29.77013109,66.29327012,6.547361618,35.69674138,10
108,60,17,22.75805656,76.75768356,6.558902588,97.76600619,6
15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,7
2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,10
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,13
33,75,84,19.46210401,18.72831993,7.217018459,68.81405149,3
118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,6
11,60,23,27.33684386,88.50229102,7.033012777,51.09802625,14
28,123,202,22.76643029,92.12438519,6.442289294,120.4359949,0
30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,18
9,56,17,26.13708256,66.7729209,6.261937875,46.48280681,10
5,13,37,22.34375696,89.7870345,5.648243649,103.3183074,19
80,90,47,26.59743595,79.35898915,6.21084479,107.3944717,1
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,14
37,56,25,22.05592283,19.60379304,5.774755144,126.7265372,9
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,7
52,58,16,30.64095781,61.14508627,7.167435834,71.36947525,2
100,40,35,27.56441788,54.41094079,6.955787351,177.816092,5
26,11,11,13.70319166,90.95589386,7.609348255,106.2944879,16
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,14
110,71,54,28.67208915,82.20793613,5.725418961,94.37987496,1
39,65,53,35.33294932,92.11508608,6.560743093,235.6133585,17
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,13
91,13,47,29.10968327,92.43510994,6.14410903,27.95602304,15
107,31,31,23.17124551,52.97841162,6.766184468,153.1201644,5
28,80,17,19.62207826,18.67170854,5.809419584,144.1567454,9
91,21,50,24.33528185,81.44030363,6.762030215,48.32113628,21
126,37,21,25.84997269,84.16855231,6.61448588,77.03421249,6
43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,3
6,13,29,27.31155708,99.96906006,5.832608028,201.8258633,4
18,125,204,22.35548159,94.47811755,6.046673619,116.7366261,0
98,43,35,25.40785911,76.44048625,7.319952206,188.6372826,8
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,7
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,20
73,43,42,26.58361011,78.00774772,6.310699968,154.8238864,8
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,20
16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,18
126,50,19,24.69457084,81.7358876,6.628722836,78.58494391,6
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,12
39,77,21,22.99774444,60.24218572,4.603563116,159.689339,18
62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,11
108,24,31,24.12832546,56.18107663,6.431899748,147.2757818,5
34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,7
58,66,79,20.99373558,19.33470387,8.718192847,93.55280105,3
60,59,22,31.86847286,66.74217464,7.191522601,74.22238583,2
4,6,7,23.01014302,91.11764246,6.708889665,112.6738296,16
19,7,9,27.255435,91.71369387,6.969883483,101.139435,16
112,73,48,29.2440638,77.32017166,5.707488987,90.66727868,1
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,5
91,75,55,27.48612983,76.11239849,6.212369363,109.2768851,1
1,76,19,24.18553163,46.68746847,6.669529416,177.3377996,18
60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,3
101,70,48,25.36059237,75.03193255,6.012696655,116.5531455,1
19,30,30,29.56549169,91.40896307,5.826381164,224.8315729,4
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,20
100,35,36,25.31042337,72.01364411,6.346715209,190.5577618,8
47,63,16,27.44003279,67.10464369,6.661870999,72.50669768,2
62,52,16,22.27526694,58.84015925,6.967057762,63.87020584,11
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,20
47,79,78,17.48395377,14.76014523,6.609696734,65.11365631,3
52,60,79,19.45339934,18.23490739,8.380185271,75.6317566,3
76,49,42,24.958779,84.47963372,5.206373153,196.9560008,20
6,125,204,27.92004934,82.93262435,5.733539807,69.92092839,7
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,7
60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,17
90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,11
105,56,15,25.96779712,81.97904282,7.272316209,74.14169043,6
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,12
131,60,17,25.32023717,81.79475917,7.425041316,83.46532547,6
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,5
13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,7
16,6,29,29.28725038,91.95614918,5.868285082,132.1491176,4
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,7
26,18,30,32.06097197,51.08494181,6.336234624,96.59816497,12
60,58,37,26.13871511,79.1188943,6.067302109,171.4892533,8
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,4
23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,3
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,20
77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,11
14,8,43,21.92513945,94.46485312,7.051654924,111.7162016,19
115,12,52,27.51492243,94.96218673,6.685553129,21.01796432,15
89,25,34,23.07895447,63.65861483,7.184801627,129.8765443,5
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,11
1,12,30,27.754298,95.94643831,5.56222383,131.0900076,4
6,9,12,31.08368929,90.14362642,7.028746406,109.6894658,16
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,17
24,70,16,25.17885316,68.93307305,6.54803469,35.03484812,10
84,18,46,27.08808014,93.42402083,6.781050373,25.32159689,15
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,14
39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,7
11,6,25,28.69164799,96.65248672,6.081568052,178.9635457,4
65,62,51,31.53243779,90.87394933,6.511624841,207.0735119,17
14,23,25,26.18552389,96.96637916,5.612122797,135.4186222,4
76,47,42,20.08369642,83.29114712,5.739175027,263.6372176,20
98,18,27,27.56088634,68.49299897,6.516312148,167.4358075,5
80,15,28,23.11438731,68.00096043,6.703270635,161.8944624,5
116,71,47,27.57278064,82.0638878,6.435785799,91.34276507,1
106,14,45,24.47018505,84.16390229,6.417011754,57.26773002,21
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,2
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,20
14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,9
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,12
31,130,198,21.80129837,92.73446667,5.554823557,120.0586671,0
19,53,22,27.8640132,80.4513142,6.852884643,42.83053902,14
99,12,52,28.69708334,94.30759855,6.002927293,22.21807088,15
13,61,24,18.29783597,69.6897615,7.629910253,49.39111479,10
38,14,37,21.80523051,94.63612858,6.658402594,102.6488846,19
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,1
48,62,15,25.36586097,66.6379724,7.538631462,65.81655892,2
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,9
35,48,15,27.10818093,87.4512669,6.981758362,55.03723979,14
100,80,52,27.53911354,77.25629897,6.049801781,110.3262123,1
108,92,53,27.40053601,82.96221306,6.276800323,104.9378,1
34,34,35,27.27433181,47.16808054,6.422710539,95.257992,12
14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,19
89,40,43,26.24532085,72.97198375,7.124050134,189.9711184,8
99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,1
5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,19
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,14
21,20,31,25.60033702,99.7240104,5.855457599,165.8248732,4
81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,11
118,18,32,27.6496114,51.11044023,6.351823783,122.8392822,5
27,62,77,18.19737048,14.71070537,6.576415562,70.18185181,3
89,11,47,29.78714005,94.65343534,6.327822962,27.8659442,15
36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,16
21,39,20,27.06179658,52.3003173,7.388007483,60.74583498,13
28,58,25,27.4818649,62.04814951,6.861640036,37.81123974,10
2,120,203,23.12652652,94.71203306,5.893492999,108.6211833,0
107,38,29,26.65069302,57.56695719,6.35118177,145.105065,5
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,11
10,125,196,22.31253665,90.03577124,5.730557448,113.0688155,0
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,11
34,65,48,41.41968393,90.03863107,6.665024508,199.3096432,17
34,66,17,18.81097271,21.27833035,5.889614577,125.084915,9
107,34,32,26.77463708,66.4132686,6.78006386,177.7745075,5
55,66,22,30.91219459,68.79427388,7.747775263,66.63830637,2
17,136,196,23.87192332,90.49939035,5.882155988,103.0548094,0
40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,7
81,56,36,23.39605743,72.60512854,7.097586415,174.7876411,8
22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,13
23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,4
27,79,82,17.06579293,17.54024066,6.307004923,70.87150577,3
29,36,25,28.28511547,88.4393979,7.130278657,48.56690235,14
103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,21
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,19
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,11
11,61,21,18.62328774,23.02410338,5.532100554,135.3378033,9
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,2
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,14
121,47,16,23.60564038,79.29573149,7.723240151,72.49800885,6
99,15,27,27.0424167,57.27927475,6.501157208,165.6872119,5
90,40,39,25.72668885,81.86171563,6.626503893,191.9649389,8
